interaction_id,lead_id,interaction_type,timestamp,channel,device_type,campaign_id
IT01083,LD01236,Email Opened,2025-06-05,Instagram,Mobile,CP724
IT01084,LD01078,Page Viewed,2024-07-13,Google Ads,Mobile,CP821
IT01085,LD00377,Email Opened,2024-07-19,Email Campaign,Desktop,CP449
IT01086,LD00170,Ad Clicked,2025-06-11,Email Campaign,Mobile,CP721
IT01087,LD00011,Demo Booked,2025-08-29,LinkedIn,Desktop,CP824
IT01088,LD00236,Email Opened,2025-03-26,Google Ads,Mobile,CP530
IT01089,LD00759,Demo Booked,2024-04-12,Google Ads,Desktop,CP183
IT01090,LD01342,Email Opened,2024-04-03,LinkedIn,Desktop,CP461
IT01091,LD00297,Ad Clicked,2024-01-03,Instagram,Desktop,CP922
IT01092,LD00532,Demo Booked,2024-01-30,LinkedIn,Desktop,CP476
IT01093,LD00697,Demo Booked,2024-08-20,LinkedIn,Mobile,CP991
IT01094,LD00713,Demo Booked,2025-08-09,Email Campaign,Desktop,CP856
IT01095,LD00067,Demo Booked,2025-08-23,Instagram,Mobile,CP691
IT01096,LD01042,Page Viewed,2024-04-06,Instagram,Mobile,CP107
IT01097,LD00102,Demo Booked,2024-03-27,Email Campaign,Mobile,CP821
IT01098,LD00342,Ad Clicked,2024-04-27,Email Campaign,Mobile,CP410
IT01099,LD00773,Ad Clicked,2024-04-01,Email Campaign,Desktop,CP814
IT01100,LD00944,Demo Booked,2025-06-21,Instagram,Mobile,CP117
IT01101,LD00438,Page Viewed,2024-12-04,Instagram,Mobile,CP982
IT01102,LD01014,Email Opened,2024-02-12,Google Ads,Mobile,CP142
IT01103,LD01219,Page Viewed,2024-12-06,Instagram,Mobile,CP436
IT01104,LD00930,Email Opened,2024-09-18,Instagram,Mobile,CP227
IT01105,LD00802,Page Viewed,2025-08-27,Email Campaign,Mobile,CP418
IT01106,LD00421,Demo Booked,2024-07-03,Email Campaign,Mobile,CP405
IT01107,LD00124,Email Opened,2024-02-04,LinkedIn,Mobile,CP273
IT01108,LD00769,Ad Clicked,2024-12-01,Email Campaign,Mobile,CP393
IT01109,LD00698,Ad Clicked,2025-01-04,Email Campaign,Mobile,CP161
IT01110,LD01362,Email Opened,2025-06-17,Email Campaign,Mobile,CP476
IT01111,LD01107,Email Opened,2025-08-25,Google Ads,Mobile,CP262
IT01112,LD01115,Email Opened,2025-01-22,Instagram,Mobile,CP875
IT01113,LD00248,Demo Booked,2024-02-03,Email Campaign,Desktop,CP668
IT01114,LD00558,Demo Booked,2025-07-17,LinkedIn,Mobile,CP863
IT01115,LD00385,Demo Booked,2025-05-07,LinkedIn,Mobile,CP684
IT01116,LD00547,Demo Booked,2024-03-23,Google Ads,Mobile,CP581
IT01117,LD00207,Ad Clicked,2024-03-04,LinkedIn,Desktop,CP535
IT01118,LD00495,Ad Clicked,2024-01-13,LinkedIn,Mobile,CP961
IT01119,LD00637,Ad Clicked,2024-04-09,Email Campaign,Mobile,CP437
IT01120,LD00821,Demo Booked,2025-08-02,Google Ads,Mobile,CP453
IT01121,LD01136,Email Opened,2025-07-08,Google Ads,Desktop,CP736
IT01122,LD00661,Ad Clicked,2024-03-05,Instagram,Desktop,CP961
IT01123,LD00364,Demo Booked,2025-05-20,LinkedIn,Mobile,CP489
IT01124,LD01061,Email Opened,2025-04-04,Email Campaign,Mobile,CP896
IT01125,LD01397,Demo Booked,2024-04-04,LinkedIn,Desktop,CP503
IT01126,LD00356,Demo Booked,2024-09-01,LinkedIn,Mobile,CP390
IT01127,LD00650,Ad Clicked,2024-04-23,Instagram,Desktop,CP947
IT01128,LD00193,Ad Clicked,2025-07-10,Instagram,Desktop,CP890
IT01129,LD00952,Demo Booked,2025-03-05,Google Ads,Desktop,CP896
IT01130,LD01455,Demo Booked,2024-02-10,Instagram,Desktop,CP835
IT01131,LD00608,Page Viewed,2025-06-05,Google Ads,Desktop,CP949
IT01132,LD01067,Demo Booked,2024-12-02,Instagram,Desktop,CP361
IT01133,LD00962,Demo Booked,2024-05-30,Google Ads,Desktop,CP626
IT01134,LD00249,Demo Booked,2024-10-19,LinkedIn,Mobile,CP515
IT01135,LD00864,Email Opened,2025-04-26,Instagram,Desktop,CP564
IT01136,LD01067,Ad Clicked,2025-01-30,Instagram,Mobile,CP634
IT01137,LD00617,Page Viewed,2024-01-20,Email Campaign,Mobile,CP858
IT01138,LD01267,Ad Clicked,2024-10-15,Google Ads,Desktop,CP787
IT01139,LD00033,Email Opened,2025-08-14,Email Campaign,Mobile,CP864
IT01140,LD00591,Page Viewed,2024-12-27,Email Campaign,Mobile,CP672
IT01141,LD00377,Ad Clicked,2024-09-12,Email Campaign,Mobile,CP972
IT01142,LD00486,Page Viewed,2025-08-31,Instagram,Mobile,CP746
IT01143,LD01265,Page Viewed,2024-03-29,Instagram,Mobile,CP771
IT01144,LD00728,Email Opened,2024-05-13,Google Ads,Desktop,CP554
IT01145,LD00390,Page Viewed,2025-02-14,LinkedIn,Desktop,CP978
IT01146,LD01353,Page Viewed,2025-05-27,Google Ads,Desktop,CP857
IT01147,LD00539,Ad Clicked,2025-10-10,Instagram,Desktop,CP307
IT01148,LD00107,Email Opened,2024-06-05,Instagram,Desktop,CP628
IT01149,LD01233,Demo Booked,2024-11-20,Google Ads,Mobile,CP181
IT01150,LD01167,Demo Booked,2025-04-09,Email Campaign,Mobile,CP518
IT01151,LD01438,Ad Clicked,2024-12-23,Email Campaign,Mobile,CP478
IT01152,LD00623,Ad Clicked,2025-03-13,Email Campaign,Desktop,CP813
IT01153,LD00222,Email Opened,2024-11-16,Instagram,Mobile,CP313
IT01154,LD00740,Page Viewed,2024-03-21,Email Campaign,Desktop,CP300
IT01155,LD00845,Email Opened,2024-01-26,Email Campaign,Desktop,CP402
IT01156,LD01080,Ad Clicked,2024-09-23,Email Campaign,Mobile,CP518
IT01157,LD01261,Demo Booked,2024-01-22,LinkedIn,Desktop,CP882
IT01158,LD00999,Page Viewed,2024-08-07,Instagram,Mobile,CP124
IT01159,LD00704,Page Viewed,2024-12-14,Instagram,Desktop,CP913
IT01160,LD01369,Demo Booked,2024-08-09,Google Ads,Desktop,CP723
IT01161,LD00290,Page Viewed,2025-03-18,Google Ads,Mobile,CP613
IT01162,LD00048,Ad Clicked,2024-03-11,Google Ads,Desktop,CP245
IT01163,LD01282,Page Viewed,2024-02-11,Email Campaign,Mobile,CP657
IT01164,LD00345,Demo Booked,2024-11-06,Google Ads,Mobile,CP426
IT01165,LD00325,Demo Booked,2024-01-30,Email Campaign,Desktop,CP874
IT01166,LD00793,Email Opened,2025-07-16,Email Campaign,Mobile,CP656
IT01167,LD00419,Ad Clicked,2025-02-27,LinkedIn,Desktop,CP430
IT01168,LD01207,Email Opened,2024-08-02,Google Ads,Desktop,CP291
IT01169,LD00877,Demo Booked,2024-07-30,LinkedIn,Desktop,CP378
IT01170,LD00160,Ad Clicked,2024-10-03,Email Campaign,Mobile,CP923
IT01171,LD00824,Email Opened,2025-01-03,Instagram,Desktop,CP337
IT01172,LD01278,Email Opened,2024-03-22,Email Campaign,Mobile,CP693
IT01173,LD00290,Demo Booked,2025-03-09,Google Ads,Mobile,CP320
IT01174,LD00844,Demo Booked,2025-09-02,Email Campaign,Mobile,CP549
IT01175,LD01484,Page Viewed,2024-08-19,Email Campaign,Mobile,CP293
IT01176,LD00707,Page Viewed,2025-03-13,Email Campaign,Mobile,CP484
IT01177,LD00734,Demo Booked,2025-07-22,Google Ads,Desktop,CP937
IT01178,LD00749,Ad Clicked,2025-05-29,LinkedIn,Desktop,CP567
IT01179,LD01362,Page Viewed,2025-05-17,Email Campaign,Desktop,CP738
IT01180,LD00851,Email Opened,2024-01-30,LinkedIn,Desktop,CP261
IT01181,LD01140,Email Opened,2025-05-08,LinkedIn,Desktop,CP154
IT01182,LD00465,Demo Booked,2024-10-30,LinkedIn,Mobile,CP121
IT01183,LD01183,Demo Booked,2024-12-18,LinkedIn,Mobile,CP500
IT01184,LD00662,Email Opened,2024-12-24,Instagram,Desktop,CP923
IT01185,LD01451,Ad Clicked,2024-09-02,Instagram,Desktop,CP268
IT01186,LD00356,Ad Clicked,2024-08-06,LinkedIn,Mobile,CP626
IT01187,LD01119,Ad Clicked,2025-06-16,Google Ads,Mobile,CP714
IT01188,LD01324,Demo Booked,2025-07-28,LinkedIn,Desktop,CP542
IT01189,LD00920,Page Viewed,2024-10-15,Instagram,Desktop,CP915
IT01190,LD00434,Demo Booked,2024-10-29,LinkedIn,Mobile,CP544
IT01191,LD00631,Demo Booked,2024-11-19,Google Ads,Desktop,CP942
IT01192,LD00205,Demo Booked,2024-04-18,Instagram,Mobile,CP443
IT01193,LD01020,Page Viewed,2024-11-09,Instagram,Mobile,CP150
IT01194,LD01027,Demo Booked,2025-06-23,Instagram,Mobile,CP438
IT01195,LD00303,Email Opened,2024-11-16,Email Campaign,Mobile,CP649
IT01196,LD00972,Email Opened,2024-10-12,Instagram,Mobile,CP859
IT01197,LD01095,Demo Booked,2024-10-20,Email Campaign,Desktop,CP529
IT01198,LD00533,Demo Booked,2024-08-02,LinkedIn,Desktop,CP979
IT01199,LD00022,Page Viewed,2024-10-05,Google Ads,Desktop,CP415
IT01200,LD01496,Ad Clicked,2024-06-08,Instagram,Mobile,CP252
IT01201,LD00681,Page Viewed,2025-05-10,Instagram,Mobile,CP205
IT01202,LD01366,Email Opened,2024-12-27,Instagram,Mobile,CP845
IT01203,LD01157,Demo Booked,2024-11-05,Google Ads,Desktop,CP341
IT01204,LD01095,Ad Clicked,2024-11-23,Email Campaign,Desktop,CP447
IT01205,LD00908,Email Opened,2025-03-19,Google Ads,Mobile,CP920
IT01206,LD00225,Page Viewed,2024-07-23,Instagram,Mobile,CP765
IT01207,LD00926,Demo Booked,2024-05-22,LinkedIn,Mobile,CP455
IT01208,LD01361,Email Opened,2024-12-22,Instagram,Desktop,CP853
IT01209,LD00365,Demo Booked,2024-03-30,Google Ads,Mobile,CP984
IT01210,LD00437,Email Opened,2024-03-08,Google Ads,Mobile,CP476
IT01211,LD00969,Email Opened,2025-07-28,Instagram,Desktop,CP510
IT01212,LD00575,Page Viewed,2024-07-16,Instagram,Mobile,CP586
IT01213,LD00432,Email Opened,2025-04-16,Email Campaign,Desktop,CP265
IT01214,LD01214,Ad Clicked,2025-07-25,Instagram,Desktop,CP517
IT01215,LD01361,Page Viewed,2025-01-20,Instagram,Mobile,CP443
IT01216,LD00599,Ad Clicked,2025-02-16,Email Campaign,Mobile,CP251
IT01217,LD00881,Email Opened,2025-02-23,Email Campaign,Mobile,CP385
IT01218,LD00529,Demo Booked,2025-05-18,Instagram,Mobile,CP646
IT01219,LD01458,Email Opened,2024-12-26,Email Campaign,Desktop,CP713
IT01220,LD00383,Demo Booked,2024-08-27,Email Campaign,Desktop,CP873
IT01221,LD00145,Demo Booked,2024-03-03,Email Campaign,Mobile,CP882
IT01222,LD01171,Demo Booked,2025-08-20,Google Ads,Desktop,CP251
IT01223,LD01228,Ad Clicked,2024-04-05,LinkedIn,Desktop,CP846
IT01224,LD00534,Ad Clicked,2024-09-12,LinkedIn,Mobile,CP156
IT01225,LD01435,Ad Clicked,2025-06-25,Google Ads,Desktop,CP767
IT01226,LD00675,Ad Clicked,2024-12-29,Instagram,Mobile,CP196
IT01227,LD01405,Email Opened,2025-02-09,Instagram,Desktop,CP101
IT01228,LD00624,Email Opened,2024-11-26,Google Ads,Desktop,CP243
IT01229,LD00639,Demo Booked,2024-08-20,Email Campaign,Desktop,CP915
IT01230,LD00672,Page Viewed,2025-01-17,Google Ads,Mobile,CP326
IT01231,LD01438,Demo Booked,2025-01-19,Email Campaign,Mobile,CP517
IT01232,LD00782,Email Opened,2025-07-11,Email Campaign,Mobile,CP193
IT01233,LD00159,Email Opened,2024-09-22,Instagram,Desktop,CP889
IT01234,LD01329,Email Opened,2024-12-09,LinkedIn,Mobile,CP678
IT01235,LD00178,Page Viewed,2024-07-12,Instagram,Desktop,CP919
IT01236,LD00658,Page Viewed,2024-04-13,Email Campaign,Mobile,CP658
IT01237,LD01205,Demo Booked,2025-03-27,LinkedIn,Mobile,CP650
IT01238,LD01034,Ad Clicked,2025-01-21,Instagram,Desktop,CP761
IT01239,LD01389,Email Opened,2024-03-25,Google Ads,Mobile,CP226
IT01240,LD00588,Email Opened,2024-11-05,LinkedIn,Desktop,CP872
IT01241,LD00799,Ad Clicked,2024-06-02,Email Campaign,Mobile,CP220
IT01242,LD00096,Page Viewed,2025-07-25,LinkedIn,Desktop,CP320
IT01243,LD00796,Demo Booked,2025-03-25,Google Ads,Mobile,CP378
IT01244,LD00756,Page Viewed,2024-12-01,Instagram,Mobile,CP830
IT01245,LD00180,Ad Clicked,2024-03-18,LinkedIn,Mobile,CP283
IT01246,LD01205,Email Opened,2025-04-05,LinkedIn,Desktop,CP199
IT01247,LD00042,Email Opened,2024-08-15,Instagram,Mobile,CP180
IT01248,LD01472,Ad Clicked,2025-05-23,LinkedIn,Desktop,CP707
IT01249,LD01109,Demo Booked,2024-03-09,Google Ads,Mobile,CP468
IT01250,LD01298,Email Opened,2024-04-11,Instagram,Mobile,CP441
IT01251,LD01418,Ad Clicked,2024-07-25,LinkedIn,Desktop,CP235
IT01252,LD01346,Demo Booked,2024-02-04,Email Campaign,Mobile,CP576
IT01253,LD00589,Page Viewed,2025-01-06,Instagram,Desktop,CP382
IT01254,LD00897,Ad Clicked,2024-08-02,Email Campaign,Mobile,CP144
IT01255,LD01338,Ad Clicked,2025-08-08,Email Campaign,Desktop,CP199
IT01256,LD01214,Demo Booked,2025-07-22,Instagram,Desktop,CP223
IT01257,LD00741,Ad Clicked,2024-12-02,Google Ads,Mobile,CP201
IT01258,LD01022,Email Opened,2024-02-19,Email Campaign,Mobile,CP695
IT01259,LD00466,Email Opened,2025-09-26,Instagram,Desktop,CP646
IT01260,LD00221,Ad Clicked,2024-07-07,Email Campaign,Desktop,CP442
IT01261,LD00308,Page Viewed,2024-10-16,Google Ads,Desktop,CP169
IT01262,LD00747,Page Viewed,2024-06-05,LinkedIn,Mobile,CP667
IT01263,LD00907,Page Viewed,2024-12-07,Google Ads,Desktop,CP981
IT01264,LD01455,Email Opened,2024-02-29,Instagram,Desktop,CP665
IT01265,LD00849,Demo Booked,2024-06-20,LinkedIn,Desktop,CP358
IT01266,LD01152,Demo Booked,2025-05-14,Instagram,Desktop,CP210
IT01267,LD00679,Ad Clicked,2024-09-09,Google Ads,Mobile,CP454
IT01268,LD00970,Page Viewed,2024-06-21,Email Campaign,Mobile,CP161
IT01269,LD00557,Demo Booked,2025-06-26,Google Ads,Desktop,CP485
IT01270,LD00528,Page Viewed,2024-06-11,Google Ads,Desktop,CP300
IT01271,LD00031,Email Opened,2024-12-17,Instagram,Desktop,CP469
IT01272,LD00571,Page Viewed,2025-03-25,LinkedIn,Desktop,CP515
IT01273,LD00481,Ad Clicked,2024-08-09,Google Ads,Mobile,CP668
IT01274,LD00549,Demo Booked,2025-06-10,Instagram,Mobile,CP422
IT01275,LD01351,Demo Booked,2025-08-28,LinkedIn,Mobile,CP715
IT01276,LD00404,Ad Clicked,2025-01-11,LinkedIn,Mobile,CP499
IT01277,LD00488,Page Viewed,2024-08-22,Instagram,Desktop,CP356
IT01278,LD00591,Page Viewed,2025-01-10,Email Campaign,Desktop,CP483
IT01279,LD01277,Ad Clicked,2025-06-12,LinkedIn,Mobile,CP426
IT01280,LD01139,Email Opened,2025-01-05,Instagram,Desktop,CP827
IT01281,LD01101,Page Viewed,2024-04-17,Google Ads,Mobile,CP648
IT01282,LD00463,Ad Clicked,2025-08-02,Email Campaign,Desktop,CP812
IT01283,LD01200,Ad Clicked,2025-07-31,Email Campaign,Desktop,CP569
IT01284,LD00313,Page Viewed,2025-04-01,Google Ads,Mobile,CP102
IT01285,LD00909,Demo Booked,2024-07-14,Google Ads,Desktop,CP619
IT01286,LD00281,Email Opened,2025-03-21,LinkedIn,Mobile,CP569
IT01287,LD00275,Email Opened,2024-01-20,LinkedIn,Mobile,CP601
IT01288,LD00798,Ad Clicked,2025-05-07,Email Campaign,Mobile,CP945
IT01289,LD00415,Email Opened,2024-03-03,Google Ads,Mobile,CP718
IT01290,LD00008,Ad Clicked,2024-12-06,Email Campaign,Desktop,CP679
IT01291,LD01146,Ad Clicked,2024-06-09,Google Ads,Desktop,CP129
IT01292,LD00332,Ad Clicked,2025-03-23,Email Campaign,Desktop,CP640
IT01293,LD00172,Ad Clicked,2024-11-05,Google Ads,Desktop,CP559
IT01294,LD01127,Email Opened,2025-04-13,Google Ads,Desktop,CP429
IT01295,LD00062,Demo Booked,2025-01-15,Google Ads,Desktop,CP333
IT01296,LD00411,Demo Booked,2024-05-25,Instagram,Desktop,CP576
IT01297,LD00144,Ad Clicked,2024-02-28,Instagram,Desktop,CP405
IT01298,LD00149,Email Opened,2024-10-02,Google Ads,Desktop,CP700
IT01299,LD01248,Demo Booked,2025-03-10,Google Ads,Mobile,CP682
IT01300,LD00715,Email Opened,2025-08-03,Google Ads,Desktop,CP214
IT01301,LD00225,Page Viewed,2024-07-21,Instagram,Desktop,CP269
IT01302,LD00229,Demo Booked,2025-03-27,Instagram,Desktop,CP862
IT01303,LD00632,Page Viewed,2024-02-07,Google Ads,Desktop,CP279
IT01304,LD00284,Demo Booked,2024-09-09,Instagram,Mobile,CP380
IT01305,LD01344,Page Viewed,2024-04-30,Instagram,Desktop,CP633
IT01306,LD00507,Ad Clicked,2025-03-19,Instagram,Desktop,CP508
IT01307,LD00712,Demo Booked,2024-06-01,LinkedIn,Mobile,CP785
IT01308,LD01355,Demo Booked,2024-08-31,Instagram,Mobile,CP518
IT01309,LD00961,Page Viewed,2024-05-02,Instagram,Mobile,CP719
IT01310,LD00492,Email Opened,2025-07-22,Google Ads,Mobile,CP140
IT01311,LD00546,Page Viewed,2024-03-30,Instagram,Mobile,CP425
IT01312,LD00940,Ad Clicked,2024-06-10,LinkedIn,Desktop,CP581
IT01313,LD00115,Page Viewed,2024-09-14,Email Campaign,Desktop,CP635
IT01314,LD00860,Email Opened,2024-11-07,Instagram,Mobile,CP313
IT01315,LD00398,Demo Booked,2025-05-21,Instagram,Desktop,CP890
IT01316,LD00297,Ad Clicked,2023-12-25,Instagram,Mobile,CP584
IT01317,LD01103,Page Viewed,2025-05-03,Email Campaign,Mobile,CP937
IT01318,LD01173,Ad Clicked,2025-02-01,Email Campaign,Desktop,CP837
IT01319,LD00156,Email Opened,2025-07-10,Email Campaign,Mobile,CP592
IT01320,LD00128,Ad Clicked,2024-10-03,LinkedIn,Mobile,CP923
IT01321,LD00417,Email Opened,2024-12-07,Google Ads,Mobile,CP909
IT01322,LD00691,Ad Clicked,2025-01-18,Email Campaign,Mobile,CP682
IT01323,LD00575,Ad Clicked,2024-07-17,Instagram,Desktop,CP726
IT01324,LD00851,Page Viewed,2024-04-06,LinkedIn,Mobile,CP624
IT01325,LD01490,Ad Clicked,2024-01-19,Email Campaign,Desktop,CP752
IT01326,LD00083,Email Opened,2024-06-15,Google Ads,Mobile,CP277
IT01327,LD00505,Demo Booked,2024-09-13,LinkedIn,Desktop,CP318
IT01328,LD00564,Demo Booked,2025-07-21,Email Campaign,Mobile,CP334
IT01329,LD00894,Page Viewed,2024-12-19,Email Campaign,Desktop,CP646
IT01330,LD01242,Email Opened,2024-10-05,Google Ads,Mobile,CP193
IT01331,LD01073,Page Viewed,2024-05-14,Instagram,Desktop,CP992
IT01332,LD01100,Demo Booked,2024-03-03,Google Ads,Desktop,CP397
IT01333,LD01010,Ad Clicked,2025-07-04,Google Ads,Desktop,CP445
IT01334,LD01137,Demo Booked,2024-09-14,LinkedIn,Mobile,CP615
IT01335,LD00894,Demo Booked,2024-11-19,Email Campaign,Desktop,CP402
IT01336,LD01345,Page Viewed,2025-05-11,Google Ads,Mobile,CP605
IT01337,LD01378,Email Opened,2024-04-13,Instagram,Desktop,CP103
IT01338,LD00975,Page Viewed,2024-10-19,Instagram,Mobile,CP611
IT01339,LD00245,Ad Clicked,2024-07-22,Google Ads,Mobile,CP565
IT01340,LD01051,Page Viewed,2024-08-09,LinkedIn,Mobile,CP664
IT01341,LD00165,Demo Booked,2025-01-14,Instagram,Mobile,CP476
IT01342,LD00266,Email Opened,2025-03-30,Email Campaign,Desktop,CP512
IT01343,LD00426,Ad Clicked,2024-05-12,Instagram,Mobile,CP214
IT01344,LD00239,Email Opened,2024-04-01,LinkedIn,Desktop,CP708
IT01345,LD00191,Ad Clicked,2025-06-23,Google Ads,Mobile,CP666
IT01346,LD01128,Ad Clicked,2024-08-17,Google Ads,Mobile,CP389
IT01347,LD01319,Email Opened,2025-07-07,Instagram,Mobile,CP178
IT01348,LD01482,Page Viewed,2025-06-22,Email Campaign,Mobile,CP306
IT01349,LD00848,Page Viewed,2025-08-09,Instagram,Mobile,CP337
IT01350,LD00579,Ad Clicked,2025-02-26,Email Campaign,Mobile,CP342
IT01351,LD00909,Page Viewed,2024-08-04,Google Ads,Desktop,CP316
IT01352,LD00020,Ad Clicked,2025-09-05,Email Campaign,Desktop,CP677
IT01353,LD00752,Ad Clicked,2024-09-25,LinkedIn,Desktop,CP481
IT01354,LD00302,Page Viewed,2024-03-26,LinkedIn,Mobile,CP696
IT01355,LD00197,Demo Booked,2024-09-07,Instagram,Mobile,CP879
IT01356,LD01215,Page Viewed,2024-05-14,Email Campaign,Desktop,CP435
IT01357,LD00853,Page Viewed,2025-07-16,Google Ads,Desktop,CP467
IT01358,LD00083,Page Viewed,2024-05-12,Google Ads,Mobile,CP896
IT01359,LD00204,Page Viewed,2024-03-08,Email Campaign,Mobile,CP693
IT01360,LD00474,Ad Clicked,2024-07-20,Google Ads,Desktop,CP727
IT01361,LD01400,Email Opened,2025-01-22,Google Ads,Mobile,CP412
IT01362,LD00446,Page Viewed,2024-07-09,Email Campaign,Desktop,CP329
IT01363,LD01324,Page Viewed,2025-06-18,LinkedIn,Mobile,CP674
IT01364,LD00046,Demo Booked,2024-08-20,Google Ads,Mobile,CP152
IT01365,LD01141,Email Opened,2024-05-18,Google Ads,Mobile,CP460
IT01366,LD01284,Demo Booked,2024-08-01,Instagram,Mobile,CP882
IT01367,LD00220,Ad Clicked,2024-01-20,Google Ads,Desktop,CP657
IT01368,LD00453,Ad Clicked,2024-04-09,Google Ads,Mobile,CP113
IT01369,LD00268,Page Viewed,2025-05-01,Google Ads,Desktop,CP446
IT01370,LD00092,Page Viewed,2024-11-25,Instagram,Mobile,CP369
IT01371,LD00211,Page Viewed,2024-04-24,LinkedIn,Desktop,CP645
IT01372,LD01161,Page Viewed,2024-10-30,Instagram,Desktop,CP146
IT01373,LD00768,Ad Clicked,2024-05-31,Google Ads,Desktop,CP805
IT01374,LD01270,Email Opened,2025-04-21,Email Campaign,Mobile,CP474
IT01375,LD00043,Ad Clicked,2024-05-30,Email Campaign,Desktop,CP801
IT01376,LD00770,Ad Clicked,2024-06-07,LinkedIn,Desktop,CP395
IT01377,LD00259,Demo Booked,2024-11-26,LinkedIn,Desktop,CP336
IT01378,LD00075,Page Viewed,2025-09-01,LinkedIn,Desktop,CP900
IT01379,LD00869,Ad Clicked,2024-06-03,Google Ads,Mobile,CP354
IT01380,LD00923,Page Viewed,2025-07-26,Instagram,Mobile,CP672
IT01381,LD01445,Ad Clicked,2025-06-04,Instagram,Desktop,CP433
IT01382,LD00157,Ad Clicked,2024-07-19,LinkedIn,Desktop,CP936
IT01383,LD00580,Page Viewed,2024-01-17,Google Ads,Desktop,CP307
IT01384,LD01156,Ad Clicked,2024-01-07,Email Campaign,Desktop,CP566
IT01385,LD00401,Page Viewed,2025-06-07,LinkedIn,Mobile,CP505
IT01386,LD01263,Ad Clicked,2024-11-16,LinkedIn,Mobile,CP209
IT01387,LD00933,Ad Clicked,2025-01-13,Instagram,Desktop,CP533
IT01388,LD00110,Page Viewed,2024-01-07,Instagram,Mobile,CP266
IT01389,LD00520,Email Opened,2024-11-02,Instagram,Mobile,CP182
IT01390,LD00373,Demo Booked,2025-02-04,Email Campaign,Desktop,CP312
IT01391,LD00113,Email Opened,2024-11-06,Google Ads,Desktop,CP335
IT01392,LD00423,Page Viewed,2025-04-19,Instagram,Mobile,CP514
IT01393,LD01016,Page Viewed,2025-02-12,Email Campaign,Desktop,CP207
IT01394,LD00706,Email Opened,2024-03-10,Google Ads,Desktop,CP777
IT01395,LD01427,Email Opened,2024-10-22,Email Campaign,Mobile,CP997
IT01396,LD00081,Email Opened,2024-01-24,LinkedIn,Mobile,CP334
IT01397,LD00773,Ad Clicked,2024-04-25,Email Campaign,Mobile,CP357
IT01398,LD01253,Email Opened,2024-11-04,LinkedIn,Mobile,CP622
IT01399,LD00561,Page Viewed,2025-01-22,Email Campaign,Mobile,CP105
IT01400,LD01477,Ad Clicked,2024-07-25,Instagram,Desktop,CP434
IT01401,LD00588,Ad Clicked,2024-09-28,LinkedIn,Desktop,CP339
IT01402,LD00941,Page Viewed,2025-01-01,Email Campaign,Mobile,CP409
IT01403,LD00581,Ad Clicked,2024-12-24,Email Campaign,Mobile,CP757
IT01404,LD00356,Ad Clicked,2024-08-19,LinkedIn,Mobile,CP813
IT01405,LD00646,Ad Clicked,2025-08-19,Google Ads,Mobile,CP279
IT01406,LD00761,Page Viewed,2025-10-04,LinkedIn,Mobile,CP204
IT01407,LD00394,Ad Clicked,2024-08-05,Instagram,Mobile,CP919
IT01408,LD00706,Page Viewed,2024-03-26,Google Ads,Mobile,CP567
IT01409,LD00780,Page Viewed,2024-06-30,Email Campaign,Desktop,CP917
IT01410,LD00198,Demo Booked,2025-03-22,LinkedIn,Mobile,CP869
IT01411,LD00346,Demo Booked,2024-01-19,Google Ads,Mobile,CP760
IT01412,LD00531,Email Opened,2024-07-08,LinkedIn,Mobile,CP569
IT01413,LD00702,Ad Clicked,2024-04-15,Instagram,Desktop,CP342
IT01414,LD01004,Email Opened,2024-03-08,LinkedIn,Desktop,CP579
IT01415,LD00121,Demo Booked,2025-02-12,Google Ads,Mobile,CP200
IT01416,LD01461,Email Opened,2024-12-17,LinkedIn,Desktop,CP936
IT01417,LD01239,Page Viewed,2025-08-19,LinkedIn,Desktop,CP605
IT01418,LD00142,Ad Clicked,2025-07-04,LinkedIn,Mobile,CP906
IT01419,LD00755,Demo Booked,2024-05-04,Google Ads,Mobile,CP427
IT01420,LD00626,Page Viewed,2024-08-23,Instagram,Mobile,CP985
IT01421,LD00198,Page Viewed,2025-03-14,LinkedIn,Desktop,CP821
IT01422,LD01073,Demo Booked,2024-03-25,Instagram,Desktop,CP644
IT01423,LD01135,Demo Booked,2024-02-24,Google Ads,Desktop,CP727
IT01424,LD00301,Demo Booked,2025-05-27,Google Ads,Mobile,CP380
IT01425,LD00892,Page Viewed,2025-07-24,Email Campaign,Desktop,CP145
IT01426,LD01148,Page Viewed,2024-01-18,Email Campaign,Mobile,CP616
IT01427,LD00561,Page Viewed,2025-01-28,Email Campaign,Mobile,CP385
IT01428,LD00352,Page Viewed,2025-08-30,Google Ads,Desktop,CP871
IT01429,LD01470,Ad Clicked,2024-12-04,Google Ads,Mobile,CP275
IT01430,LD01090,Page Viewed,2025-09-13,Google Ads,Mobile,CP980
IT01431,LD00997,Email Opened,2024-09-05,Instagram,Mobile,CP635
IT01432,LD00146,Email Opened,2024-02-04,LinkedIn,Mobile,CP522
IT01433,LD00838,Ad Clicked,2025-09-07,LinkedIn,Desktop,CP291
IT01434,LD01158,Page Viewed,2024-11-20,Instagram,Desktop,CP988
IT01435,LD00566,Ad Clicked,2024-06-17,LinkedIn,Mobile,CP386
IT01436,LD01116,Ad Clicked,2025-04-12,Instagram,Desktop,CP809
IT01437,LD00597,Page Viewed,2024-07-08,Email Campaign,Desktop,CP295
